,ID,date,latitude,longitude,type,source,station,aqi,day,year,month,hour,dayofmonth,y_test,error
991,11322,2015-10-08 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,113.0,2015-10-08,2015,10,1,8,101.2383665520766,-11.761633447923401
996,11328,2015-10-08 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,93.0,2015-10-08,2015,10,2,8,110.04485283591069,17.04485283591069
998,11338,2015-10-08 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,44.0,2015-10-08,2015,10,3,8,97.08920734000375,53.08920734000375
1003,11356,2015-10-08 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,41.0,2015-10-08,2015,10,4,8,80.28198373240195,39.281983732401955
1010,11372,2015-10-08 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2015-10-08,2015,10,5,8,66.80759315635103,23.807593156351032
1013,11376,2015-10-08 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2015-10-08,2015,10,6,8,68.00898443787656,25.008984437876563
1018,11396,2015-10-08 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,49.0,2015-10-08,2015,10,7,8,65.02464581311098,16.02464581311098
1024,11409,2015-10-08 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,69.0,2015-10-08,2015,10,8,8,67.39138103834989,-1.6086189616501088
1027,11421,2015-10-08 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,76.0,2015-10-08,2015,10,9,8,67.10383483650016,-8.896165163499845
1033,11431,2015-10-08 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2015-10-08,2015,10,10,8,68.71566800163237,-10.284331998367634
1039,11450,2015-10-08 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,31.0,2015-10-08,2015,10,11,8,73.11160078082234,42.11160078082234
1045,11463,2015-10-08 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,21.0,2015-10-08,2015,10,12,8,50.34222535232371,29.34222535232371
1047,11466,2015-10-08 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,21.0,2015-10-08,2015,10,13,8,41.71071189063682,20.710711890636823
1052,11479,2015-10-08 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,20.0,2015-10-08,2015,10,14,8,48.46160609506114,28.461606095061143
1060,11498,2015-10-08 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,17.0,2015-10-08,2015,10,15,8,27.127606051960086,10.127606051960086
1064,11514,2015-10-08 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,17.0,2015-10-08,2015,10,16,8,19.775807901150877,2.775807901150877
1069,11524,2015-10-08 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,20.0,2015-10-08,2015,10,17,8,26.146151521298016,6.146151521298016
1072,11531,2015-10-08 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,23.0,2015-10-08,2015,10,18,8,26.844517379264534,3.844517379264534
1077,11544,2015-10-08 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,33.0,2015-10-08,2015,10,19,8,33.56319772690448,0.5631977269044768
1082,11557,2015-10-08 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,41.0,2015-10-08,2015,10,20,8,50.650793925895066,9.650793925895066
1087,11571,2015-10-08 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,47.0,2015-10-08,2015,10,21,8,90.49540266682628,43.49540266682628
1096,11590,2015-10-08 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,55.0,2015-10-08,2015,10,22,8,114.22876746372653,59.22876746372653
1100,11600,2015-10-08 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2015-10-08,2015,10,23,8,135.73862898666738,56.73862898666738
1103,11613,2015-10-09 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,76.0,2015-10-09,2015,10,0,9,95.08275728644963,19.082757286449635
1108,11624,2015-10-09 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,47.0,2015-10-09,2015,10,1,9,87.5642362282844,40.5642362282844
1115,11646,2015-10-09 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,36.0,2015-10-09,2015,10,2,9,74.15667637006462,38.156676370064616
1118,11650,2015-10-09 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,27.0,2015-10-09,2015,10,3,9,61.67494391346259,34.67494391346259
1122,11661,2015-10-09 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,24.0,2015-10-09,2015,10,4,9,56.274911117049385,32.274911117049385
1127,11676,2015-10-09 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,21.0,2015-10-09,2015,10,5,9,41.53513043477692,20.535130434776917
1134,11692,2015-10-09 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,16.0,2015-10-09,2015,10,6,9,46.52521391411272,30.52521391411272
1140,11709,2015-10-09 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,14.0,2015-10-09,2015,10,7,9,29.261007220729788,15.261007220729788
1143,11716,2015-10-09 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,16.0,2015-10-09,2015,10,8,9,28.35612756789388,12.356127567893878
1150,11734,2015-10-09 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,24.0,2015-10-09,2015,10,9,9,28.636862297365322,4.636862297365322
1155,11739,2015-10-09 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,27.0,2015-10-09,2015,10,10,9,36.56803349643241,9.568033496432413
1158,11752,2015-10-09 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,26.0,2015-10-09,2015,10,11,9,35.42229484897459,9.422294848974587
1166,11773,2015-10-09 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,24.0,2015-10-09,2015,10,12,9,28.123045000664042,4.1230450006640424
1172,11788,2015-10-09 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,23.0,2015-10-09,2015,10,13,9,25.286281837572897,2.286281837572897
1175,11796,2015-10-09 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,31.0,2015-10-09,2015,10,14,9,23.111554494369084,-7.888445505630916
1183,11814,2015-10-09 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,36.0,2015-10-09,2015,10,15,9,20.18138914728916,-15.81861085271084
1187,11827,2015-10-09 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,27.0,2015-10-09,2015,10,16,9,18.92578070427085,-8.07421929572915
1191,11838,2015-10-09 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,23.0,2015-10-09,2015,10,17,9,22.06464549983268,-0.9353545001673211
1196,11846,2015-10-09 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,23.0,2015-10-09,2015,10,18,9,21.47722560280171,-1.5227743971982903
1204,11869,2015-10-09 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,31.0,2015-10-09,2015,10,19,9,22.68795410697353,-8.312045893026468
1207,11875,2015-10-09 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,44.0,2015-10-09,2015,10,20,9,33.37474552761674,-10.625254472383261
1214,11891,2015-10-09 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,83.0,2015-10-09,2015,10,21,9,73.85526314994605,-9.144736850053945
1221,11910,2015-10-09 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,106.0,2015-10-09,2015,10,22,9,89.40722043847434,-16.59277956152566
1227,11930,2015-10-09 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,104.0,2015-10-09,2015,10,23,9,101.17649396776444,-2.8235060322355565
1233,11937,2015-10-10 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,110.0,2015-10-10,2015,10,0,10,107.31090696309666,-2.689093036903344
1237,11951,2015-10-10 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,106.0,2015-10-10,2015,10,1,10,100.40479981720905,-5.595200182790947
1246,11975,2015-10-10 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,105.0,2015-10-10,2015,10,2,10,97.37809810713384,-7.621901892866163
1250,11982,2015-10-10 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,102.0,2015-10-10,2015,10,3,10,86.13959927098456,-15.860400729015439
1260,12008,2015-10-10 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,104.0,2015-10-10,2015,10,4,10,77.50776827878708,-26.492231721212917
1263,12013,2015-10-10 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,102.0,2015-10-10,2015,10,5,10,64.15053112287295,-37.84946887712705
1269,12035,2015-10-10 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,100.0,2015-10-10,2015,10,6,10,79.84881103082296,-20.151188969177042
1274,12048,2015-10-10 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,101.0,2015-10-10,2015,10,7,10,79.32184289651026,-21.67815710348974
1282,12059,2015-10-10 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,104.0,2015-10-10,2015,10,8,10,83.78117371110227,-20.21882628889773
1290,12081,2015-10-10 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,112.0,2015-10-10,2015,10,9,10,83.27294386209675,-28.727056137903247
1293,12091,2015-10-10 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,116.0,2015-10-10,2015,10,10,10,87.66581652523362,-28.334183474766377
1298,12097,2015-10-10 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,112.0,2015-10-10,2015,10,11,10,86.04498053596782,-25.955019464032176
1307,12124,2015-10-10 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,101.0,2015-10-10,2015,10,12,10,70.61517777447719,-30.38482222552281
1310,12128,2015-10-10 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,72.0,2015-10-10,2015,10,13,10,48.11387573942455,-23.88612426057545
1319,12154,2015-10-10 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,44.0,2015-10-10,2015,10,14,10,32.93705295067334,-11.06294704932666
1322,12158,2015-10-10 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,31.0,2015-10-10,2015,10,15,10,28.804714279471007,-2.195285720528993
1331,12183,2015-10-10 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,30.0,2015-10-10,2015,10,16,10,23.741703076027058,-6.258296923972942
1335,12196,2015-10-10 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,27.0,2015-10-10,2015,10,17,10,24.62195836332542,-2.378041636674581
1342,12211,2015-10-10 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,30.0,2015-10-10,2015,10,18,10,25.952968356478333,-4.047031643521667
1349,12221,2015-10-10 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,41.0,2015-10-10,2015,10,19,10,38.56648708727721,-2.43351291272279
1352,12233,2015-10-10 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,76.0,2015-10-10,2015,10,20,10,49.50866966880641,-26.491330331193588
1358,12248,2015-10-10 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,117.0,2015-10-10,2015,10,21,10,102.14979790760927,-14.850202092390731
1363,12261,2015-10-10 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,147.0,2015-10-10,2015,10,22,10,88.40586638747637,-58.594133612523635
1369,12277,2015-10-10 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,160.0,2015-10-10,2015,10,23,10,98.09705352270616,-61.90294647729384
1379,12296,2015-10-11 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,174.0,2015-10-11,2015,10,0,11,128.02207117481538,-45.97792882518462
1381,12308,2015-10-11 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,159.0,2015-10-11,2015,10,1,11,118.22465936759065,-40.77534063240935
1388,12327,2015-10-11 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,140.0,2015-10-11,2015,10,2,11,105.60620762431013,-34.39379237568987
1393,12335,2015-10-11 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,123.0,2015-10-11,2015,10,3,11,98.0689542939694,-24.931045706030602
1403,12354,2015-10-11 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,123.0,2015-10-11,2015,10,4,11,91.11072351600575,-31.88927648399425
1405,12367,2015-10-11 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,106.0,2015-10-11,2015,10,5,11,81.60680401431425,-24.39319598568575
1412,12382,2015-10-11 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,93.0,2015-10-11,2015,10,6,11,97.11758964358835,4.117589643588346
1416,12393,2015-10-11 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,69.0,2015-10-11,2015,10,7,11,99.76918655172646,30.769186551726463
1424,12408,2015-10-11 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2015-10-11,2015,10,8,11,110.91710320291878,31.91710320291878
1432,12433,2015-10-11 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,107.0,2015-10-11,2015,10,9,11,107.36296901295734,0.3629690129573362
1434,12437,2015-10-11 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,114.0,2015-10-11,2015,10,10,11,121.9613072479184,7.961307247918398
1440,12451,2015-10-11 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,116.0,2015-10-11,2015,10,11,11,122.45367341100614,6.453673411006136
1446,12467,2015-10-11 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,111.0,2015-10-11,2015,10,12,11,106.07673977631993,-4.923260223680074
1456,12494,2015-10-11 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,106.0,2015-10-11,2015,10,13,11,84.7324341110356,-21.2675658889644
1457,12495,2015-10-11 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,104.0,2015-10-11,2015,10,14,11,71.07782022332725,-32.92217977667275
1463,12511,2015-10-11 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,101.0,2015-10-11,2015,10,15,11,58.357855070311906,-42.642144929688094
1474,12533,2015-10-11 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,83.0,2015-10-11,2015,10,16,11,51.17029776646904,-31.82970223353096
1479,12544,2015-10-11 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,58.0,2015-10-11,2015,10,17,11,54.796446326273475,-3.2035536737265247
1483,12558,2015-10-11 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,49.0,2015-10-11,2015,10,18,11,52.501357433535475,3.5013574335354747
1488,12572,2015-10-11 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,109.0,2015-10-11,2015,10,19,11,64.43987831513962,-44.56012168486038
1497,12595,2015-10-11 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,149.0,2015-10-11,2015,10,20,11,89.26030168506873,-59.739698314931275
1503,12611,2015-10-11 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,239.0,2015-10-11,2015,10,21,11,121.74090314548441,-117.25909685451559
1506,12620,2015-10-11 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,249.0,2015-10-11,2015,10,22,11,130.52049049309963,-118.47950950690037
1511,12630,2015-10-11 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,255.0,2015-10-11,2015,10,23,11,146.48314324173765,-108.51685675826235
1522,12657,2015-10-12 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,236.0,2015-10-12,2015,10,0,12,150.16339956894805,-85.83660043105195
1527,12671,2015-10-12 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,182.0,2015-10-12,2015,10,1,12,145.8243211903827,-36.175678809617295
1529,12675,2015-10-12 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,162.0,2015-10-12,2015,10,2,12,142.25169565066466,-19.748304349335342
1536,12693,2015-10-12 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,137.0,2015-10-12,2015,10,3,12,120.75485835761322,-16.245141642386784
1542,12706,2015-10-12 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,116.0,2015-10-12,2015,10,4,12,112.46581076665473,-3.5341892333452734
1551,12731,2015-10-12 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,100.0,2015-10-12,2015,10,5,12,91.31475637249571,-8.685243627504292
1558,12739,2015-10-12 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2015-10-12,2015,10,6,12,104.20146609894843,25.20146609894843
1564,12757,2015-10-12 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,65.0,2015-10-12,2015,10,7,12,96.63408005486993,31.634080054869926
1570,12776,2015-10-12 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,86.0,2015-10-12,2015,10,8,12,104.56999082355327,18.56999082355327
1575,12790,2015-10-12 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,121.0,2015-10-12,2015,10,10,12,114.0863797844982,-6.913620215501794
1582,12806,2015-10-12 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,109.0,2015-10-12,2015,10,11,12,112.63946927616313,3.639469276163126
1584,12814,2015-10-12 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,104.0,2015-10-12,2015,10,12,12,102.10452393180569,-1.8954760681943128
1589,12825,2015-10-12 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,101.0,2015-10-12,2015,10,13,12,89.59485388878251,-11.40514611121749
1600,12844,2015-10-12 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,100.0,2015-10-12,2015,10,14,12,78.39882219517602,-21.601177804823976
1603,12856,2015-10-12 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,93.0,2015-10-12,2015,10,15,12,64.24297309928974,-28.757026900710258
1610,12871,2015-10-12 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2015-10-12,2015,10,16,12,54.4767263466253,-24.5232736533747
1616,12890,2015-10-12 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,58.0,2015-10-12,2015,10,17,12,56.31953767415864,-1.6804623258413613
1621,12899,2015-10-12 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,62.0,2015-10-12,2015,10,18,12,55.18594947342192,-6.814050526578079
1623,12909,2015-10-12 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,129.0,2015-10-12,2015,10,19,12,62.18942094008231,-66.8105790599177
1631,12927,2015-10-12 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,165.0,2015-10-12,2015,10,20,12,73.74310794560625,-91.25689205439375
1637,12942,2015-10-12 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,221.0,2015-10-12,2015,10,21,12,94.01135997020813,-126.98864002979187
1643,12965,2015-10-12 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,229.0,2015-10-12,2015,10,22,12,126.27958428034161,-102.72041571965839
1650,12980,2015-10-12 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,191.0,2015-10-12,2015,10,23,12,163.9691078329682,-27.030892167031794
1653,12984,2015-10-13 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,154.0,2015-10-13,2015,10,0,13,168.67852732748574,14.678527327485739
1661,13003,2015-10-13 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,154.0,2015-10-13,2015,10,1,13,159.23409403199975,5.234094031999746
1667,13024,2015-10-13 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,120.0,2015-10-13,2015,10,2,13,143.87319945891454,23.87319945891454
1671,13029,2015-10-13 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,119.0,2015-10-13,2015,10,3,13,129.19021489618592,10.190214896185921
1680,13048,2015-10-13 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,106.0,2015-10-13,2015,10,4,13,111.39566955579629,5.395669555796289
1685,13062,2015-10-13 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,102.0,2015-10-13,2015,10,5,13,90.012248356354,-11.987751643646007
1694,13079,2015-10-13 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2015-10-13,2015,10,6,13,103.19665321602866,24.196653216028665
1698,13093,2015-10-13 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,69.0,2015-10-13,2015,10,7,13,96.57064121568304,27.57064121568304
1705,13108,2015-10-13 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,97.0,2015-10-13,2015,10,8,13,105.59777071733453,8.597770717334527
1711,13131,2015-10-13 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,117.0,2015-10-13,2015,10,9,13,107.23630308189941,-9.763696918100592
1716,13141,2015-10-21 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,171.0,2015-10-21,2015,10,0,21,137.0723219436439,-33.927678056356086
1721,13157,2015-10-21 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,158.0,2015-10-21,2015,10,1,21,146.2105679326981,-11.789432067301902
1728,13174,2015-10-21 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,142.0,2015-10-21,2015,10,2,21,131.3368814424074,-10.663118557592611
